pnl,dir,src,ts,ix_e,ix_x,cumul,year
0.23,SHORT,RSI+BB,2018-05-11 15:00:00,74,91,0.23,2018
-0.23,LONG,RSI+BB,2018-05-14 11:00:00,100,101,0.0,2018
-0.24,LONG,RSI+BB,2018-05-15 08:00:00,102,112,-0.24,2018
-0.25,LONG,RSI+BB,2018-05-15 17:00:00,113,121,-0.49,2018
0.3,SHORT,RSI+BB,2018-05-16 16:00:00,133,134,-0.19,2018
0.3,LONG,RSI+BB,2018-05-17 12:00:00,142,145,0.10999999999999999,2018
-0.33,SHORT,RSI+BB,2018-05-21 09:00:00,164,170,-0.22000000000000003,2018
-0.32,SHORT,RSI+BB,2018-05-21 17:00:00,171,178,-0.54,2018
0.33,SHORT,RSI+BB,2018-05-22 08:00:00,179,183,-0.21000000000000002,2018
-0.31,SHORT,RSI+BB,2018-05-23 10:00:00,198,199,-0.52,2018
-0.33,SHORT,RSI+BB,2018-05-24 15:00:00,200,218,-0.8500000000000001,2018
-0.36,SHORT,RSI+BB,2018-05-25 12:00:00,219,229,-1.21,2018
-0.35,SHORT,RSI+BB,2018-05-25 15:00:00,231,232,-1.56,2018
0.37,SHORT,RSI+BB,2018-05-28 08:00:00,233,235,-1.19,2018
-0.46,SHORT,RSI+BB,2018-05-29 08:00:00,241,249,-1.65,2018
-0.47,SHORT,RSI+BB,2018-05-29 10:00:00,250,251,-2.12,2018
0.57,SHORT,RSI+BB,2018-05-29 12:00:00,252,253,-1.5500000000000003,2018
0.76,LONG,RSI+BB,2018-05-31 14:00:00,279,283,-0.7900000000000003,2018
-0.15,LONG,RSI+BB,2018-06-04 12:00:00,308,309,-0.9400000000000003,2018
0.59,LONG,RSI+BB,2018-06-05 14:00:00,314,325,-0.3500000000000003,2018
-0.01,SHORT,RSI+BB,2018-06-05 17:00:00,326,328,-0.3600000000000003,2018
-0.2,LONG,RSI+BB,2018-06-06 11:00:00,336,337,-0.5600000000000003,2018
-0.52,LONG,RSI+BB,2018-06-07 17:00:00,338,344,-1.0800000000000003,2018
0.61,LONG,RSI+BB,2018-06-07 20:00:00,345,346,-0.4700000000000003,2018
-1.08,LONG,RSI+BB,2018-06-14 13:00:00,379,384,-1.5500000000000003,2018
-0.72,SHORT,RSI+BB,2018-06-21 11:00:00,389,429,-2.2700000000000005,2018
-0.06,SHORT,RSI+BB,2018-06-26 08:00:00,430,470,-2.3300000000000005,2018
0.4,LONG,RSI+BB,2018-06-26 12:00:00,471,474,-1.9300000000000006,2018
0.36,SHORT,RSI+BB,2018-06-27 14:00:00,486,490,-1.5700000000000007,2018
0.33,LONG,RSI+BB,2018-06-29 12:00:00,513,516,-1.2400000000000007,2018
0.3,LONG,RSI+BB,2018-07-03 16:00:00,541,549,-0.9400000000000006,2018
-0.04,SHORT,RSI+BB,2018-07-04 09:00:00,550,556,-0.9800000000000006,2018
0.28,SHORT,RSI+BB,2018-07-04 18:00:00,557,565,-0.7000000000000006,2018
-0.28,LONG,RSI+BB,2018-07-05 10:00:00,566,572,-0.9800000000000006,2018
0.26,LONG,RSI+BB,2018-07-05 14:00:00,573,576,-0.7200000000000006,2018
-0.18,LONG,RSI+BB,2018-07-09 10:00:00,600,601,-0.9000000000000006,2018
-0.01,LONG,RSI+BB,2018-07-09 12:00:00,602,603,-0.9100000000000006,2018
0.24,LONG,RSI+BB,2018-07-10 14:00:00,615,619,-0.6700000000000006,2018
-0.02,SHORT,RSI+BB,2018-07-11 10:00:00,629,630,-0.6900000000000006,2018
0.25,SHORT,RSI+BB,2018-07-11 14:00:00,632,634,-0.4400000000000006,2018
-0.23,SHORT,RSI+BB,2018-07-13 11:00:00,660,661,-0.6700000000000006,2018
0.24,SHORT,RSI+BB,2018-07-13 17:00:00,662,667,-0.4300000000000006,2018
0.23,LONG,RSI+BB,2018-07-17 14:00:00,680,692,-0.2000000000000006,2018
-0.22,SHORT,RSI+BB,2018-07-18 09:00:00,693,701,-0.4200000000000006,2018
-0.21,SHORT,RSI+BB,2018-07-18 14:00:00,702,706,-0.6300000000000006,2018
-0.2,SHORT,RSI+BB,2018-07-19 18:00:00,721,725,-0.8300000000000005,2018
0.21,SHORT,RSI+BB,2018-07-20 10:00:00,730,731,-0.6200000000000006,2018
-0.09,LONG,RSI+BB,2018-07-20 17:00:00,737,738,-0.7100000000000005,2018
-0.25,LONG,RSI+BB,2018-07-23 08:00:00,739,744,-0.9600000000000005,2018
0.25,LONG,RSI+BB,2018-07-26 15:00:00,786,793,-0.7100000000000005,2018
-0.27,LONG,RSI+BB,2018-07-30 15:00:00,817,821,-0.9800000000000005,2018
0.22,SHORT,RSI+BB,2018-12-03 08:00:00,2058,2069,-0.7600000000000006,2018
0.22,LONG,RSI+BB,2018-12-03 12:00:00,2070,2073,-0.5400000000000006,2018
-0.22,SHORT,RSI+BB,2018-12-04 10:00:00,2084,2085,-0.7600000000000006,2018
-0.23,SHORT,RSI+BB,2018-12-04 18:00:00,2092,2093,-0.9900000000000005,2018
0.23,SHORT,RSI+BB,2018-12-05 14:00:00,2094,2103,-0.7600000000000006,2018
0.24,LONG,RSI+BB,2018-12-05 16:00:00,2104,2105,-0.5200000000000006,2018
-0.29,SHORT,RSI+BB,2018-12-06 08:00:00,2106,2111,-0.8100000000000005,2018
0.28,SHORT,RSI+BB,2018-12-07 11:00:00,2119,2128,-0.5300000000000005,2018
0.28,LONG,RSI+BB,2018-12-07 18:00:00,2133,2135,-0.25000000000000044,2018
0.29,LONG,RSI+BB,2018-12-11 14:00:00,2156,2159,0.039999999999999536,2018
0.3,SHORT,RSI+BB,2018-12-12 13:00:00,2162,2172,0.3399999999999995,2018
-0.36,LONG,RSI+BB,2018-12-12 17:00:00,2173,2176,-0.020000000000000462,2018
0.31,LONG,RSI+BB,2018-12-13 15:00:00,2177,2188,0.28999999999999954,2018
-0.06,SHORT,RSI+BB,2018-12-19 08:00:00,2197,2237,0.22999999999999954,2018
-0.26,SHORT,RSI+BB,2018-12-20 09:00:00,2250,2252,-0.03000000000000047,2018
-0.39,SHORT,RSI+BB,2019-01-02 08:00:00,2280,2307,-0.4200000000000005,2019
-0.27,SHORT,RSI+BB,2019-01-02 10:00:00,2308,2309,-0.6900000000000005,2019
-0.3,SHORT,RSI+BB,2019-01-02 14:00:00,2310,2313,-0.9900000000000004,2019
0.35,LONG,RSI+BB,2019-01-07 10:00:00,2344,2351,-0.6400000000000005,2019
0.3,LONG,RSI+BB,2019-01-09 16:00:00,2364,2385,-0.34000000000000047,2019
-0.28,SHORT,RSI+BB,2019-01-10 12:00:00,2386,2395,-0.6200000000000006,2019
-0.3,SHORT,RSI+BB,2019-01-11 15:00:00,2396,2412,-0.9200000000000006,2019
-0.3,SHORT,RSI+BB,2019-01-15 10:00:00,2413,2435,-1.2200000000000006,2019
-0.03,SHORT,RSI+BB,2019-01-15 12:00:00,2436,2437,-1.2500000000000007,2019
0.28,LONG,RSI+BB,2019-01-17 08:00:00,2450,2461,-0.9700000000000006,2019
0.27,SHORT,RSI+BB,2019-01-17 11:00:00,2462,2464,-0.7000000000000006,2019
-0.09,LONG,RSI+BB,2019-01-17 17:00:00,2469,2470,-0.7900000000000006,2019
-0.27,LONG,RSI+BB,2019-01-18 09:00:00,2471,2476,-1.0600000000000005,2019
0.29,LONG,RSI+BB,2019-01-18 15:00:00,2477,2482,-0.7700000000000005,2019
0.24,SHORT,RSI+BB,2019-01-22 10:00:00,2504,2505,-0.5300000000000005,2019
-0.06,SHORT,RSI+BB,2019-01-22 15:00:00,2509,2510,-0.5900000000000005,2019
0.23,SHORT,RSI+BB,2019-01-23 10:00:00,2516,2519,-0.36000000000000054,2019
-0.25,SHORT,RSI+BB,2019-01-24 12:00:00,2532,2535,-0.6100000000000005,2019
-0.25,SHORT,RSI+BB,2019-01-24 17:00:00,2536,2540,-0.8600000000000005,2019
0.26,LONG,RSI+BB,2019-01-29 08:00:00,2564,2573,-0.6000000000000005,2019
-0.1,SHORT,RSI+BB,2019-01-29 21:00:00,2585,2586,-0.7000000000000005,2019
-0.12,SHORT,RSI+BB,2019-01-30 16:00:00,2587,2595,-0.8200000000000005,2019
-0.24,SHORT,RSI+BB,2019-01-31 17:00:00,2600,2610,-1.0600000000000005,2019
0.26,SHORT,RSI+BB,2019-02-01 11:00:00,2611,2618,-0.8000000000000005,2019
-0.24,LONG,RSI+BB,2019-02-05 10:00:00,2638,2645,-1.0400000000000005,2019
0.24,LONG,RSI+BB,2019-02-05 15:00:00,2646,2650,-0.8000000000000005,2019
0.24,SHORT,RSI+BB,2019-02-06 13:00:00,2658,2662,-0.5600000000000005,2019
-0.02,SHORT,RSI+BB,2019-02-07 11:00:00,2672,2674,-0.5800000000000005,2019
-0.26,SHORT,RSI+BB,2019-02-07 16:00:00,2675,2679,-0.8400000000000005,2019
-0.27,SHORT,RSI+BB,2019-02-08 15:00:00,2680,2692,-1.1100000000000005,2019
0.27,SHORT,RSI+BB,2019-02-11 09:00:00,2693,2700,-0.8400000000000005,2019
0.25,LONG,RSI+BB,2019-02-12 10:00:00,2714,2715,-0.5900000000000005,2019
0.25,SHORT,RSI+BB,2019-02-13 14:00:00,2730,2733,-0.3400000000000005,2019
0.25,LONG,RSI+BB,2019-02-13 17:00:00,2734,2736,-0.09000000000000052,2019
-0.13,SHORT,RSI+BB,2019-02-19 08:00:00,2743,2783,-0.22000000000000053,2019
-0.13,SHORT,RSI+BB,2019-02-19 10:00:00,2784,2785,-0.35000000000000053,2019
0.23,SHORT,RSI+BB,2019-02-19 15:00:00,2786,2790,-0.12000000000000052,2019
0.23,SHORT,RSI+BB,2019-02-21 09:00:00,2800,2812,0.10999999999999949,2019
-0.23,LONG,RSI+BB,2019-02-21 13:00:00,2813,2816,-0.12000000000000052,2019
0.25,LONG,RSI+BB,2019-02-22 08:00:00,2817,2825,0.12999999999999948,2019
0.24,LONG,RSI+BB,2019-02-26 08:00:00,2841,2853,0.36999999999999944,2019
0.23,SHORT,RSI+BB,2019-02-26 11:00:00,2854,2856,0.5999999999999994,2019
-0.29,LONG,RSI+BB,2019-02-28 14:00:00,2875,2887,0.30999999999999944,2019
0.29,LONG,RSI+BB,2019-03-04 11:00:00,2896,2912,0.5999999999999994,2019
-0.28,SHORT,RSI+BB,2019-03-06 08:00:00,2914,2937,0.3199999999999994,2019
0.28,SHORT,RSI+BB,2019-03-06 16:00:00,2939,2945,0.5999999999999994,2019
0.45,LONG,RSI+BB,2019-03-07 13:00:00,2946,2956,1.0499999999999994,2019
0.4,LONG,RSI+BB,2019-03-07 15:00:00,2957,2958,1.4499999999999993,2019
-0.24,SHORT,RSI+BB,2019-03-12 14:00:00,2959,2999,1.2099999999999993,2019
-0.32,LONG,RSI+BB,2019-03-15 11:00:00,3021,3038,0.8899999999999992,2019
0.26,LONG,RSI+BB,2019-03-15 13:00:00,3039,3040,1.1499999999999992,2019
-0.05,LONG,RSI+BB,2019-03-19 14:00:00,3068,3069,1.0999999999999992,2019
0.26,LONG,RSI+BB,2019-03-20 09:00:00,3070,3078,1.3599999999999992,2019
-0.21,SHORT,RSI+BB,2019-03-20 19:00:00,3083,3088,1.1499999999999992,2019
-0.26,SHORT,RSI+BB,2019-03-21 08:00:00,3089,3091,0.8899999999999992,2019
-0.27,SHORT,RSI+BB,2019-03-21 13:00:00,3092,3096,0.6199999999999992,2019
-0.31,SHORT,RSI+BB,2019-03-22 14:00:00,3107,3111,0.3099999999999992,2019
0.32,SHORT,RSI+BB,2019-03-25 10:00:00,3112,3121,0.6299999999999992,2019
0.31,SHORT,RSI+BB,2019-03-26 08:00:00,3130,3133,0.9399999999999993,2019
-0.02,SHORT,RSI+BB,2019-03-27 10:00:00,3148,3149,0.9199999999999993,2019
0.31,SHORT,RSI+BB,2019-03-27 13:00:00,3150,3152,1.2299999999999993,2019
-0.35,SHORT,RSI+BB,2019-03-27 16:00:00,3154,3155,0.8799999999999993,2019
0.37,SHORT,RSI+BB,2019-03-29 08:00:00,3156,3175,1.2499999999999993,2019
-0.34,LONG,RSI+BB,2019-04-01 10:00:00,3179,3191,0.9099999999999993,2019
0.35,LONG,RSI+BB,2019-04-02 16:00:00,3198,3211,1.2599999999999993,2019
-0.32,LONG,RSI+BB,2019-04-03 14:00:00,3218,3223,0.9399999999999993,2019
-0.02,SHORT,RSI+BB,2019-04-04 10:00:00,3232,3233,0.9199999999999993,2019
-0.07,LONG,RSI+BB,2019-04-05 13:00:00,3246,3250,0.8499999999999992,2019
0.24,LONG,RSI+BB,2019-04-09 09:00:00,3273,3274,1.0899999999999992,2019
0.25,SHORT,RSI+BB,2019-04-09 11:00:00,3275,3276,1.3399999999999992,2019
-0.03,SHORT,RSI+BB,2019-04-09 18:00:00,3281,3283,1.3099999999999992,2019
-0.25,SHORT,RSI+BB,2019-04-10 16:00:00,3294,3295,1.0599999999999992,2019
0.26,SHORT,RSI+BB,2019-04-11 14:00:00,3296,3307,1.3199999999999992,2019
-0.27,LONG,RSI+BB,2019-04-12 10:00:00,3308,3317,1.0499999999999992,2019
-0.26,LONG,RSI+BB,2019-04-12 12:00:00,3318,3319,0.7899999999999991,2019
-0.27,LONG,RSI+BB,2019-04-12 16:00:00,3320,3323,0.5199999999999991,2019
0.26,LONG,RSI+BB,2019-04-16 12:00:00,3346,3347,0.7799999999999991,2019
0.28,LONG,RSI+BB,2019-04-17 15:00:00,3359,3364,1.0599999999999992,2019
-0.3,SHORT,RSI+BB,2019-04-18 16:00:00,3373,3379,0.7599999999999991,2019
0.29,LONG,RSI+BB,2019-04-24 08:00:00,3387,3399,1.0499999999999992,2019
-0.27,SHORT,RSI+BB,2019-04-24 15:00:00,3403,3406,0.7799999999999991,2019
0.27,SHORT,RSI+BB,2019-04-29 14:00:00,3407,3447,1.0499999999999992,2019
0.23,LONG,RSI+BB,2019-04-29 16:00:00,3448,3449,1.2799999999999991,2019
0.26,LONG,RSI+BB,2019-04-30 17:00:00,3458,3464,1.5399999999999991,2019
0.28,LONG,RSI+BB,2019-05-03 14:00:00,3485,3489,1.8199999999999992,2019
0.3,SHORT,RSI+BB,2019-05-06 12:00:00,3498,3501,2.119999999999999,2019
0.27,LONG,RSI+BB,2019-05-07 10:00:00,3512,3513,2.3899999999999992,2019
-0.29,SHORT,RSI+BB,2019-05-07 13:00:00,3514,3516,2.099999999999999,2019
-0.3,SHORT,RSI+BB,2019-05-08 12:00:00,3517,3529,1.7999999999999992,2019
0.29,SHORT,RSI+BB,2019-05-09 18:00:00,3541,3549,2.089999999999999,2019
0.28,LONG,RSI+BB,2019-05-13 09:00:00,3550,3568,2.369999999999999,2019
-0.28,SHORT,RSI+BB,2019-05-14 14:00:00,3569,3587,2.089999999999999,2019
-0.25,SHORT,RSI+BB,2019-05-15 11:00:00,3597,3598,1.839999999999999,2019
-0.26,SHORT,RSI+BB,2019-05-15 14:00:00,3599,3601,1.579999999999999,2019
0.27,SHORT,RSI+BB,2019-05-15 16:00:00,3602,3603,1.849999999999999,2019
0.28,LONG,RSI+BB,2019-05-17 08:00:00,3617,3623,2.129999999999999,2019
0.29,SHORT,RSI+BB,2019-05-17 16:00:00,3629,3631,2.419999999999999,2019
0.28,LONG,RSI+BB,2019-05-20 12:00:00,3639,3641,2.6999999999999993,2019
0.27,LONG,RSI+BB,2019-05-22 15:00:00,3657,3672,2.9699999999999993,2019
-0.26,SHORT,RSI+BB,2019-05-23 10:00:00,3676,3681,2.709999999999999,2019
-0.27,SHORT,RSI+BB,2019-05-23 18:00:00,3683,3689,2.439999999999999,2019
-0.23,SHORT,RSI+BB,2019-05-27 16:00:00,3710,3715,2.209999999999999,2019
-0.23,SHORT,RSI+BB,2019-05-28 10:00:00,3716,3723,1.979999999999999,2019
0.23,SHORT,RSI+BB,2019-05-28 13:00:00,3724,3726,2.209999999999999,2019
0.23,SHORT,RSI+BB,2019-05-30 08:00:00,3743,3749,2.439999999999999,2019
0.23,LONG,RSI+BB,2019-05-30 13:00:00,3750,3754,2.669999999999999,2019
-0.22,SHORT,RSI+BB,2019-05-31 11:00:00,3763,3766,2.449999999999999,2019
0.23,SHORT,RSI+BB,2019-05-31 14:00:00,3767,3769,2.679999999999999,2019
0.23,LONG,RSI+BB,2019-06-05 08:00:00,3800,3805,2.909999999999999,2019
0.22,SHORT,RSI+BB,2019-06-05 10:00:00,3806,3807,3.129999999999999,2019
-0.0,SHORT,RSI+BB,2019-06-05 16:00:00,3812,3813,3.129999999999999,2019
0.41,SHORT,RSI+BB,2019-06-06 14:00:00,3814,3825,3.539999999999999,2019
-0.41,SHORT,RSI+BB,2019-06-06 16:00:00,3826,3827,3.129999999999999,2019
0.37,SHORT,RSI+BB,2019-06-10 11:00:00,3840,3850,3.499999999999999,2019
-0.28,SHORT,RSI+BB,2019-06-14 08:00:00,3870,3903,3.219999999999999,2019
0.22,SHORT,RSI+BB,2019-06-17 11:00:00,3904,3920,3.439999999999999,2019
0.21,LONG,RSI+BB,2019-06-18 10:00:00,3921,3933,3.649999999999999,2019
-0.24,SHORT,RSI+BB,2019-06-18 13:00:00,3934,3936,3.4099999999999993,2019
0.26,SHORT,RSI+BB,2019-06-19 10:00:00,3937,3947,3.669999999999999,2019
0.28,LONG,RSI+BB,2019-06-20 08:00:00,3948,3959,3.9499999999999993,2019
-0.44,LONG,RSI+BB,2019-06-21 10:00:00,3974,3975,3.5099999999999993,2019
-0.34,SHORT,RSI+BB,2019-06-25 09:00:00,3988,4002,3.1699999999999995,2019
0.26,SHORT,RSI+BB,2019-06-26 11:00:00,4003,4018,3.4299999999999997,2019
-0.26,LONG,RSI+BB,2019-06-26 21:00:00,4019,4028,3.17,2019
-0.13,SHORT,RSI+BB,2019-06-28 16:00:00,4036,4051,3.04,2019
0.25,SHORT,RSI+BB,2019-07-01 08:00:00,4052,4057,3.29,2019
-0.26,SHORT,RSI+BB,2019-07-02 16:00:00,4065,4079,3.0300000000000002,2019
0.28,SHORT,RSI+BB,2019-07-05 14:00:00,4086,4119,3.3100000000000005,2019
-0.26,LONG,RSI+BB,2019-07-05 16:00:00,4120,4121,3.0500000000000007,2019
0.29,LONG,RSI+BB,2019-07-08 08:00:00,4122,4127,3.3400000000000007,2019
-0.22,LONG,RSI+BB,2019-07-10 08:00:00,4143,4155,3.1200000000000006,2019
-0.29,LONG,RSI+BB,2019-07-10 10:00:00,4156,4157,2.8300000000000005,2019
0.31,LONG,RSI+BB,2019-07-10 14:00:00,4158,4161,3.1400000000000006,2019
-0.35,LONG,RSI+BB,2019-07-11 14:00:00,4174,4175,2.7900000000000005,2019
-0.36,LONG,RSI+BB,2019-07-12 08:00:00,4176,4183,2.4300000000000006,2019
-0.37,SHORT,RSI+BB,2019-07-15 15:00:00,4200,4204,2.0600000000000005,2019
-0.36,SHORT,RSI+BB,2019-07-16 10:00:00,4205,4213,1.7000000000000006,2019
-0.34,SHORT,RSI+BB,2019-07-17 09:00:00,4214,4226,1.3600000000000005,2019
-0.33,SHORT,RSI+BB,2019-07-17 16:00:00,4227,4233,1.0300000000000005,2019
0.31,SHORT,RSI+BB,2019-07-18 15:00:00,4244,4246,1.3400000000000005,2019
-0.31,SHORT,RSI+BB,2019-07-22 14:00:00,4252,4273,1.0300000000000005,2019
-0.28,SHORT,RSI+BB,2019-07-24 09:00:00,4274,4296,0.7500000000000004,2019
-0.28,SHORT,RSI+BB,2019-07-25 10:00:00,4297,4311,0.4700000000000004,2019
0.32,SHORT,RSI+BB,2019-07-25 15:00:00,4315,4316,0.7900000000000005,2019
0.4,LONG,RSI+BB,2019-07-25 17:00:00,4317,4318,1.1900000000000004,2019
-0.34,SHORT,RSI+BB,2019-07-31 13:00:00,4338,4370,0.8500000000000003,2019
-0.24,SHORT,RSI+BB,2019-07-31 16:00:00,4371,4373,0.6100000000000003,2019
-0.25,SHORT,RSI+BB,2019-07-31 20:00:00,4374,4377,0.3600000000000003,2019
0.37,LONG,RSI+BB,2019-09-02 17:00:00,4692,4696,0.7300000000000003,2019
0.36,SHORT,RSI+BB,2019-09-03 14:00:00,4703,4707,1.0900000000000003,2019
0.44,LONG,RSI+BB,2019-09-04 16:00:00,4719,4723,1.5300000000000002,2019
-0.47,LONG,RSI+BB,2019-09-05 16:00:00,4733,4737,1.0600000000000003,2019
0.67,LONG,RSI+BB,2019-09-06 15:00:00,4738,4750,1.7300000000000004,2019
-0.39,LONG,RSI+BB,2019-09-09 15:00:00,4759,4764,1.3400000000000003,2019
-0.53,LONG,RSI+BB,2019-09-11 09:00:00,4765,4786,0.8100000000000003,2019
0.54,SHORT,RSI+BB,2019-09-12 15:00:00,4805,4806,1.3500000000000003,2019
0.67,LONG,RSI+BB,2019-09-16 11:00:00,4822,4830,2.0200000000000005,2019
-0.1,SHORT,RSI+BB,2019-09-18 11:00:00,4857,4858,1.9200000000000004,2019
-0.45,SHORT,RSI+BB,2019-09-20 21:00:00,4860,4896,1.4700000000000004,2019
-0.35,SHORT,RSI+BB,2019-09-23 09:00:00,4897,4898,1.1200000000000006,2019
-0.41,SHORT,RSI+BB,2019-09-24 16:00:00,4899,4919,0.7100000000000006,2019
0.4,SHORT,RSI+BB,2019-09-25 16:00:00,4920,4933,1.1100000000000008,2019
-0.18,LONG,RSI+BB,2019-09-25 18:00:00,4934,4935,0.9300000000000008,2019
0.42,LONG,RSI+BB,2019-09-26 12:00:00,4936,4943,1.3500000000000008,2019
0.41,LONG,RSI+BB,2019-09-30 16:00:00,4968,4975,1.7600000000000007,2019
-0.19,LONG,RSI+BB,2019-10-01 10:00:00,4982,4983,1.5700000000000007,2019
0.41,LONG,RSI+BB,2019-10-01 16:00:00,4984,4989,1.9800000000000006,2019
-0.42,SHORT,RSI+BB,2019-10-03 16:00:00,5010,5017,1.5600000000000007,2019
0.42,SHORT,RSI+BB,2019-10-07 19:00:00,5018,5048,1.9800000000000006,2019
0.31,LONG,RSI+BB,2019-10-08 10:00:00,5052,5053,2.2900000000000005,2019
-0.14,LONG,RSI+BB,2019-10-09 17:00:00,5069,5074,2.1500000000000004,2019
-0.32,LONG,RSI+BB,2019-10-10 11:00:00,5075,5082,1.8300000000000003,2019
-0.33,LONG,RSI+BB,2019-10-10 14:00:00,5083,5085,1.5000000000000002,2019
-0.34,LONG,RSI+BB,2019-10-10 16:00:00,5086,5087,1.1600000000000001,2019
-0.37,LONG,RSI+BB,2019-10-10 18:00:00,5088,5089,0.7900000000000001,2019
0.43,LONG,RSI+BB,2019-10-14 08:00:00,5099,5107,1.2200000000000002,2019
0.45,SHORT,RSI+BB,2019-10-15 08:00:00,5108,5121,1.6700000000000002,2019
0.4,SHORT,RSI+BB,2019-10-15 16:00:00,5123,5129,2.0700000000000003,2019
-0.44,LONG,RSI+BB,2019-10-16 15:00:00,5130,5142,1.6300000000000003,2019
0.46,LONG,RSI+BB,2019-10-17 14:00:00,5153,5155,2.0900000000000003,2019
0.4,LONG,RSI+BB,2019-10-22 10:00:00,5179,5193,2.49,2019
-0.35,SHORT,RSI+BB,2019-10-22 21:00:00,5194,5204,2.14,2019
0.36,SHORT,RSI+BB,2019-10-23 21:00:00,5206,5218,2.5,2019
0.37,LONG,RSI+BB,2019-10-24 15:00:00,5223,5226,2.87,2019
-0.37,LONG,RSI+BB,2019-10-28 09:00:00,5243,5248,2.5,2019
-0.37,LONG,RSI+BB,2019-10-28 15:00:00,5250,5254,2.13,2019
-0.97,SHORT,RSI+BB,2019-10-31 14:00:00,5263,5295,1.16,2019
-0.0,LONG,RSI+BB,2019-11-01 17:00:00,5311,5312,1.16,2019
-0.34,LONG,RSI+BB,2019-11-04 09:00:00,5313,5318,0.8199999999999998,2019
-0.35,LONG,RSI+BB,2019-11-05 08:00:00,5319,5331,0.46999999999999986,2019
