pnl,dir,ix,ts,cumul,year
0.37,SHORT,48,2018-05-08 14:00:00,0.37,2018
-0.22,LONG,56,2018-05-09 08:00:00,0.15,2018
0.35,LONG,70,2018-05-10 08:00:00,0.5,2018
0.34,SHORT,99,2018-05-14 09:00:00,0.8400000000000001,2018
-0.23,LONG,101,2018-05-14 11:00:00,0.6100000000000001,2018
-0.24,LONG,112,2018-05-15 08:00:00,0.3700000000000001,2018
-0.25,LONG,121,2018-05-15 17:00:00,0.1200000000000001,2018
0.45,SHORT,134,2018-05-16 16:00:00,0.5700000000000001,2018
0.46,LONG,145,2018-05-17 12:00:00,1.03,2018
-0.33,SHORT,170,2018-05-21 09:00:00,0.7,2018
0.49,SHORT,184,2018-05-22 09:00:00,1.19,2018
-0.31,SHORT,199,2018-05-23 10:00:00,0.8799999999999999,2018
-0.33,SHORT,218,2018-05-24 15:00:00,0.5499999999999998,2018
-0.36,SHORT,229,2018-05-25 12:00:00,0.18999999999999984,2018
-0.35,SHORT,232,2018-05-25 15:00:00,-0.16000000000000014,2018
0.55,SHORT,235,2018-05-28 08:00:00,0.3899999999999999,2018
-0.46,SHORT,249,2018-05-29 08:00:00,-0.07000000000000012,2018
-0.47,SHORT,251,2018-05-29 10:00:00,-0.54,2018
0.85,SHORT,253,2018-05-29 12:00:00,0.30999999999999994,2018
1.14,LONG,284,2018-05-31 15:00:00,1.4499999999999997,2018
-0.15,LONG,309,2018-06-04 12:00:00,1.2999999999999998,2018
-0.59,LONG,342,2018-06-06 16:00:00,0.7099999999999999,2018
0.92,LONG,346,2018-06-07 20:00:00,1.63,2018
-1.08,LONG,384,2018-06-14 13:00:00,0.5499999999999998,2018
-0.72,SHORT,429,2018-06-21 11:00:00,-0.17000000000000015,2018
-0.06,SHORT,470,2018-06-26 08:00:00,-0.23000000000000015,2018
0.59,LONG,486,2018-06-27 10:00:00,0.3599999999999998,2018
0.54,SHORT,514,2018-06-29 10:00:00,0.8999999999999999,2018
0.53,LONG,519,2018-06-29 15:00:00,1.43,2018
0.46,LONG,556,2018-07-04 09:00:00,1.89,2018
-0.28,LONG,572,2018-07-05 10:00:00,1.6099999999999999,2018
-0.18,LONG,601,2018-07-09 10:00:00,1.43,2018
-0.01,LONG,603,2018-07-09 12:00:00,1.42,2018
0.37,LONG,628,2018-07-11 08:00:00,1.79,2018
-0.02,SHORT,630,2018-07-11 10:00:00,1.77,2018
-0.25,SHORT,660,2018-07-13 10:00:00,1.52,2018
0.35,SHORT,679,2018-07-16 15:00:00,1.87,2018
0.34,LONG,701,2018-07-18 09:00:00,2.21,2018
-0.21,SHORT,706,2018-07-18 14:00:00,2.0,2018
-0.2,SHORT,725,2018-07-19 18:00:00,1.8,2018
0.31,SHORT,732,2018-07-20 11:00:00,2.11,2018
-0.09,LONG,738,2018-07-20 17:00:00,2.02,2018
-0.25,LONG,744,2018-07-23 08:00:00,1.77,2018
0.37,LONG,793,2018-07-26 15:00:00,2.14,2018
-0.27,LONG,821,2018-07-30 15:00:00,1.87,2018
-0.28,LONG,847,2018-08-01 13:00:00,1.59,2018
0.42,LONG,859,2018-08-02 11:00:00,2.0100000000000002,2018
-0.26,SHORT,870,2018-08-03 08:00:00,1.7500000000000002,2018
-0.3,SHORT,877,2018-08-03 15:00:00,1.4500000000000002,2018
-0.24,SHORT,927,2018-08-09 09:00:00,1.2100000000000002,2018
-0.23,SHORT,940,2018-08-10 08:00:00,0.9800000000000002,2018
-0.24,SHORT,947,2018-08-10 15:00:00,0.7400000000000002,2018
0.4,LONG,990,2018-08-15 16:00:00,1.1400000000000001,2018
0.07,SHORT,1031,2018-08-20 15:00:00,1.2100000000000002,2018
-0.07,LONG,1041,2018-08-21 11:00:00,1.1400000000000001,2018
-0.22,LONG,1056,2018-08-22 12:00:00,0.9200000000000002,2018
-0.22,LONG,1087,2018-08-24 15:00:00,0.7000000000000002,2018
0.35,LONG,1094,2018-08-27 08:00:00,1.0500000000000003,2018
0.35,SHORT,1096,2018-08-27 10:00:00,1.4000000000000004,2018
-0.02,LONG,1100,2018-08-27 14:00:00,1.3800000000000003,2018
-0.26,LONG,1114,2018-08-28 14:00:00,1.1200000000000003,2018
-0.26,LONG,1129,2018-08-29 15:00:00,0.8600000000000003,2018
0.38,LONG,1142,2018-08-30 14:00:00,1.2400000000000002,2018
-0.26,SHORT,1145,2018-08-30 17:00:00,0.9800000000000002,2018
-0.26,SHORT,1159,2018-08-31 17:00:00,0.7200000000000002,2018
0.32,SHORT,2069,2018-12-03 08:00:00,1.0400000000000003,2018
0.33,LONG,2076,2018-12-03 15:00:00,1.3700000000000003,2018
-0.23,SHORT,2092,2018-12-04 17:00:00,1.1400000000000003,2018
-0.23,SHORT,2094,2018-12-04 19:00:00,0.9100000000000004,2018
-0.24,SHORT,2105,2018-12-05 16:00:00,0.6700000000000004,2018
-0.29,SHORT,2111,2018-12-06 08:00:00,0.3800000000000004,2018
0.42,LONG,2138,2018-12-07 21:00:00,0.8000000000000004,2018
0.44,LONG,2160,2018-12-11 15:00:00,1.2400000000000004,2018
0.45,SHORT,2173,2018-12-12 14:00:00,1.6900000000000004,2018
-0.25,LONG,2176,2018-12-12 17:00:00,1.4400000000000004,2018
0.47,LONG,2197,2018-12-14 10:00:00,1.9100000000000004,2018
0.43,LONG,2223,2018-12-18 08:00:00,2.3400000000000003,2018
-0.27,SHORT,2249,2018-12-19 20:00:00,2.0700000000000003,2018
-0.26,SHORT,2252,2018-12-20 09:00:00,1.8100000000000003,2018
-0.39,SHORT,2307,2019-01-02 08:00:00,1.4200000000000004,2019
-0.27,SHORT,2309,2019-01-02 10:00:00,1.1500000000000004,2019
-0.3,SHORT,2313,2019-01-02 14:00:00,0.8500000000000003,2019
-0.35,LONG,2364,2019-01-08 09:00:00,0.5000000000000003,2019
0.45,LONG,2385,2019-01-09 16:00:00,0.9500000000000004,2019
-0.28,SHORT,2395,2019-01-10 12:00:00,0.6700000000000004,2019
-0.3,SHORT,2412,2019-01-11 15:00:00,0.3700000000000004,2019
-0.3,SHORT,2435,2019-01-15 10:00:00,0.0700000000000004,2019
-0.03,SHORT,2437,2019-01-15 12:00:00,0.040000000000000396,2019
-0.48,LONG,2476,2019-01-18 09:00:00,-0.4399999999999996,2019
0.43,LONG,2483,2019-01-18 16:00:00,-0.00999999999999962,2019
-0.24,SHORT,2514,2019-01-22 19:00:00,-0.2499999999999996,2019
0.35,SHORT,2522,2019-01-23 13:00:00,0.10000000000000037,2019
-0.25,SHORT,2535,2019-01-24 12:00:00,-0.14999999999999963,2019
-0.25,SHORT,2540,2019-01-24 17:00:00,-0.39999999999999963,2019
0.4,LONG,2584,2019-01-29 19:00:00,3.885780586188048e-16,2019
-0.1,SHORT,2586,2019-01-29 21:00:00,-0.09999999999999962,2019
-0.12,SHORT,2595,2019-01-30 16:00:00,-0.2199999999999996,2019
-0.24,SHORT,2610,2019-01-31 17:00:00,-0.45999999999999963,2019
0.38,SHORT,2630,2019-02-04 09:00:00,-0.07999999999999963,2019
-0.24,LONG,2645,2019-02-05 10:00:00,-0.3199999999999996,2019
0.35,LONG,2652,2019-02-05 17:00:00,0.03000000000000036,2019
-0.24,SHORT,2674,2019-02-07 11:00:00,-0.20999999999999963,2019
-0.26,SHORT,2679,2019-02-07 16:00:00,-0.46999999999999964,2019
-0.27,SHORT,2692,2019-02-08 15:00:00,-0.7399999999999997,2019
0.4,SHORT,2705,2019-02-11 14:00:00,-0.33999999999999964,2019
0.38,LONG,2742,2019-02-14 09:00:00,0.04000000000000037,2019
-0.13,SHORT,2783,2019-02-19 08:00:00,-0.08999999999999964,2019
-0.13,SHORT,2785,2019-02-19 10:00:00,-0.21999999999999964,2019
0.34,SHORT,2812,2019-02-21 09:00:00,0.12000000000000038,2019
-0.23,LONG,2816,2019-02-21 13:00:00,-0.10999999999999963,2019
0.37,LONG,2829,2019-02-22 12:00:00,0.26000000000000034,2019
0.36,LONG,2853,2019-02-26 08:00:00,0.6200000000000003,2019
0.34,SHORT,2856,2019-02-26 11:00:00,0.9600000000000004,2019
-0.29,LONG,2887,2019-02-28 14:00:00,0.6700000000000004,2019
0.4,LONG,3474,2019-05-02 13:00:00,1.0700000000000003,2019
0.42,LONG,3490,2019-05-03 15:00:00,1.4900000000000002,2019
-0.3,SHORT,3515,2019-05-07 12:00:00,1.1900000000000002,2019
-0.29,SHORT,3528,2019-05-08 11:00:00,0.9000000000000001,2019
0.0,SHORT,3569,2019-05-13 10:00:00,0.9000000000000001,2019
-0.27,SHORT,3596,2019-05-15 09:00:00,0.6300000000000001,2019
-0.25,SHORT,3598,2019-05-15 11:00:00,0.3800000000000001,2019
-0.26,SHORT,3601,2019-05-15 14:00:00,0.1200000000000001,2019
0.43,LONG,3628,2019-05-17 13:00:00,0.55,2019
0.44,SHORT,3638,2019-05-20 09:00:00,0.99,2019
-0.01,LONG,3646,2019-05-20 17:00:00,0.98,2019
0.41,LONG,3679,2019-05-23 08:00:00,1.39,2019
-0.27,SHORT,3689,2019-05-23 18:00:00,1.1199999999999999,2019
-0.23,SHORT,3715,2019-05-27 16:00:00,0.8899999999999999,2019
-0.23,SHORT,3723,2019-05-28 10:00:00,0.6599999999999999,2019
-0.23,SHORT,3743,2019-05-29 16:00:00,0.42999999999999994,2019
0.34,LONG,3756,2019-05-30 15:00:00,0.77,2019
-0.22,SHORT,3766,2019-05-31 11:00:00,0.55,2019
-0.25,SHORT,4064,2019-07-01 15:00:00,0.30000000000000004,2019
-0.26,SHORT,4079,2019-07-02 16:00:00,0.040000000000000036,2019
0.42,SHORT,4120,2019-07-05 15:00:00,0.46,2019
0.42,LONG,4127,2019-07-08 08:00:00,0.88,2019
-0.22,LONG,4155,2019-07-10 08:00:00,0.66,2019
-0.29,LONG,4157,2019-07-10 10:00:00,0.37000000000000005,2019
-0.31,LONG,4174,2019-07-11 13:00:00,0.06000000000000005,2019
-0.35,LONG,4180,2019-07-11 19:00:00,-0.2899999999999999,2019
-0.37,SHORT,4204,2019-07-15 15:00:00,-0.6599999999999999,2019
-0.36,SHORT,4213,2019-07-16 10:00:00,-1.02,2019
-0.34,SHORT,4226,2019-07-17 09:00:00,-1.36,2019
-0.33,SHORT,4233,2019-07-17 16:00:00,-1.6900000000000002,2019
-0.31,SHORT,4270,2019-07-22 11:00:00,-2.0,2019
-0.03,SHORT,4272,2019-07-22 13:00:00,-2.03,2019
-0.28,SHORT,4296,2019-07-24 09:00:00,-2.3099999999999996,2019
-0.28,SHORT,4311,2019-07-25 10:00:00,-2.59,2019
0.48,SHORT,4316,2019-07-25 15:00:00,-2.11,2019
0.6,LONG,4323,2019-07-26 08:00:00,-1.5099999999999998,2019
-0.34,SHORT,4370,2019-07-31 13:00:00,-1.8499999999999999,2019
-0.24,SHORT,4373,2019-07-31 16:00:00,-2.09,2019
-0.25,SHORT,4377,2019-07-31 20:00:00,-2.34,2019
0.57,LONG,4702,2019-09-03 09:00:00,-1.77,2019
0.54,SHORT,4708,2019-09-03 15:00:00,-1.23,2019
0.66,LONG,4724,2019-09-04 17:00:00,-0.57,2019
-0.47,LONG,4737,2019-09-05 16:00:00,-1.04,2019
-0.24,LONG,4778,2019-09-10 15:00:00,-1.28,2019
-0.01,LONG,4781,2019-09-10 18:00:00,-1.29,2019
0.72,LONG,4800,2019-09-12 09:00:00,-0.5700000000000001,2019
0.81,SHORT,4806,2019-09-12 15:00:00,0.24,2019
1.0,LONG,4858,2019-09-18 11:00:00,1.24,2019
-0.45,SHORT,4896,2019-09-20 21:00:00,0.79,2019
-0.35,SHORT,4898,2019-09-23 09:00:00,0.44000000000000006,2019
-0.41,SHORT,4919,2019-09-24 16:00:00,0.030000000000000082,2019
0.6,SHORT,4933,2019-09-25 16:00:00,0.6300000000000001,2019
-0.18,LONG,4935,2019-09-25 18:00:00,0.4500000000000001,2019
0.17,LONG,4976,2019-09-30 17:00:00,0.6200000000000001,2019
-0.19,LONG,4983,2019-10-01 10:00:00,0.4300000000000001,2019
0.62,LONG,4989,2019-10-01 16:00:00,1.05,2019
-0.42,SHORT,5017,2019-10-03 16:00:00,0.6300000000000001,2019
-0.38,LONG,5051,2019-10-08 08:00:00,0.2500000000000001,2019
0.46,LONG,5056,2019-10-08 13:00:00,0.7100000000000002,2019
-0.14,LONG,5074,2019-10-09 17:00:00,0.5700000000000002,2019
-0.32,LONG,5082,2019-10-10 11:00:00,0.25000000000000017,2019
-0.33,LONG,5085,2019-10-10 14:00:00,-0.07999999999999985,2019
-0.34,LONG,5087,2019-10-10 16:00:00,-0.4199999999999999,2019
-0.37,LONG,5089,2019-10-10 18:00:00,-0.7899999999999998,2019
-0.43,LONG,5129,2019-10-15 16:00:00,-1.2199999999999998,2019
-0.44,LONG,5142,2019-10-16 15:00:00,-1.6599999999999997,2019
0.69,LONG,5155,2019-10-17 14:00:00,-0.9699999999999998,2019
0.6,LONG,5203,2019-10-22 20:00:00,-0.3699999999999998,2019
-0.34,SHORT,5208,2019-10-23 11:00:00,-0.7099999999999997,2019
0.55,LONG,5227,2019-10-24 16:00:00,-0.1599999999999997,2019
-0.37,LONG,5248,2019-10-28 09:00:00,-0.5299999999999997,2019
-0.37,LONG,5254,2019-10-28 15:00:00,-0.8999999999999997,2019
-0.97,SHORT,5295,2019-10-31 14:00:00,-1.8699999999999997,2019
-0.0,LONG,5312,2019-11-01 17:00:00,-1.8699999999999997,2019
-0.34,LONG,5318,2019-11-04 09:00:00,-2.2099999999999995,2019
-0.35,LONG,5331,2019-11-05 08:00:00,-2.5599999999999996,2019
-0.32,LONG,5339,2019-11-05 16:00:00,-2.8799999999999994,2019
0.45,LONG,5353,2019-11-06 16:00:00,-2.4299999999999993,2019
0.45,SHORT,5362,2019-11-07 11:00:00,-1.9799999999999993,2019
-0.36,LONG,5367,2019-11-07 16:00:00,-2.3399999999999994,2019
0.59,LONG,5387,2019-11-11 08:00:00,-1.7499999999999996,2019
0.57,LONG,5417,2019-11-13 10:00:00,-1.1799999999999997,2019
-0.34,SHORT,5429,2019-11-14 08:00:00,-1.5199999999999998,2019
-0.34,SHORT,5438,2019-11-14 17:00:00,-1.8599999999999999,2019
0.52,SHORT,5460,2019-11-18 11:00:00,-1.3399999999999999,2019
0.46,LONG,5485,2019-11-20 08:00:00,-0.8799999999999999,2019
0.43,SHORT,5493,2019-11-20 16:00:00,-0.4499999999999999,2019
-0.37,LONG,5507,2019-11-21 16:00:00,-0.8199999999999998,2019
-0.22,SHORT,5547,2019-11-26 14:00:00,-1.0399999999999998,2019
0.04,SHORT,5588,2019-11-29 13:00:00,-0.9999999999999998,2019
-0.22,LONG,5597,2019-12-02 08:00:00,-1.2199999999999998,2019
-0.27,LONG,5599,2019-12-02 10:00:00,-1.4899999999999998,2019
-0.3,LONG,5611,2019-12-03 08:00:00,-1.7899999999999998,2019
-0.92,SHORT,5625,2019-12-04 08:00:00,-2.71,2019
0.72,SHORT,5645,2019-12-05 14:00:00,-1.99,2019
0.62,LONG,5698,2019-12-11 11:00:00,-1.37,2019
-0.31,SHORT,5715,2019-12-12 14:00:00,-1.6800000000000002,2019
-0.33,LONG,5718,2019-12-12 17:00:00,-2.0100000000000002,2019
-0.35,LONG,5723,2019-12-13 08:00:00,-2.3600000000000003,2019
0.57,LONG,5730,2019-12-13 15:00:00,-1.7900000000000005,2019
-0.4,LONG,5773,2019-12-18 16:00:00,-2.1900000000000004,2019
-0.34,LONG,5781,2019-12-19 10:00:00,-2.5300000000000002,2019
0.51,LONG,5803,2019-12-20 18:00:00,-2.0200000000000005,2019
0.44,SHORT,5816,2019-12-23 17:00:00,-1.5800000000000005,2019
-0.27,LONG,5837,2019-12-30 10:00:00,-1.8500000000000005,2019
-0.28,LONG,5839,2019-12-30 12:00:00,-2.130000000000001,2019
-0.3,LONG,7614,2020-07-01 11:00:00,-2.4300000000000006,2020
-0.29,LONG,7618,2020-07-01 15:00:00,-2.7200000000000006,2020
0.04,SHORT,7674,2020-07-07 15:00:00,-2.6800000000000006,2020
-0.3,SHORT,7706,2020-07-09 19:00:00,-2.9800000000000004,2020
-0.29,SHORT,7712,2020-07-10 11:00:00,-3.2700000000000005,2020
-0.58,LONG,7728,2020-07-13 13:00:00,-3.8500000000000005,2020
-0.01,LONG,7730,2020-07-13 15:00:00,-3.8600000000000003,2020
0.46,LONG,7744,2020-07-14 15:00:00,-3.4000000000000004,2020
0.47,SHORT,7756,2020-07-15 13:00:00,-2.9300000000000006,2020
-0.24,SHORT,7771,2020-07-16 14:00:00,-3.170000000000001,2020
0.49,SHORT,7788,2020-07-17 17:00:00,-2.6800000000000006,2020
-0.19,LONG,7793,2020-07-20 08:00:00,-2.8700000000000006,2020
0.46,LONG,7799,2020-07-20 14:00:00,-2.4100000000000006,2020
-0.26,SHORT,7825,2020-07-22 12:00:00,-2.670000000000001,2020
0.47,SHORT,7852,2020-07-24 11:00:00,-2.200000000000001,2020
-0.04,LONG,7854,2020-07-24 13:00:00,-2.240000000000001,2020
-0.04,LONG,7856,2020-07-24 15:00:00,-2.280000000000001,2020
0.48,LONG,7866,2020-07-27 11:00:00,-1.8000000000000012,2020
-0.24,SHORT,7879,2020-07-28 10:00:00,-2.040000000000001,2020
-0.31,SHORT,7908,2020-07-30 11:00:00,-2.350000000000001,2020
-0.29,SHORT,7919,2020-07-31 08:00:00,-2.640000000000001,2020
0.46,LONG,7953,2020-08-04 14:00:00,-2.180000000000001,2020
0.49,SHORT,7965,2020-08-05 12:00:00,-1.690000000000001,2020
-0.03,LONG,7975,2020-08-06 08:00:00,-1.720000000000001,2020
-0.17,SHORT,8017,2020-08-11 08:00:00,-1.890000000000001,2020
-0.2,LONG,8021,2020-08-11 12:00:00,-2.090000000000001,2020
-0.34,LONG,8024,2020-08-11 15:00:00,-2.430000000000001,2020
-0.35,LONG,8032,2020-08-12 09:00:00,-2.780000000000001,2020
-0.37,LONG,8050,2020-08-13 14:00:00,-3.1500000000000012,2020
-0.38,LONG,8055,2020-08-13 19:00:00,-3.530000000000001,2020
0.6,LONG,8073,2020-08-17 09:00:00,-2.930000000000001,2020
-0.36,SHORT,8086,2020-08-18 08:00:00,-3.290000000000001,2020
-0.34,SHORT,8101,2020-08-19 09:00:00,-3.630000000000001,2020
-0.35,SHORT,8120,2020-08-20 14:00:00,-3.980000000000001,2020
0.55,SHORT,8157,2020-08-25 09:00:00,-3.4300000000000006,2020
-0.31,LONG,8160,2020-08-25 12:00:00,-3.7400000000000007,2020
-0.32,LONG,8164,2020-08-25 16:00:00,-4.0600000000000005,2020
0.51,LONG,8187,2020-08-27 11:00:00,-3.5500000000000007,2020
0.54,SHORT,8191,2020-08-27 15:00:00,-3.0100000000000007,2020
0.16,LONG,8233,2020-09-01 15:00:00,-2.8500000000000005,2020
-0.41,SHORT,8238,2020-09-01 20:00:00,-3.2600000000000007,2020
-0.39,SHORT,8246,2020-09-02 14:00:00,-3.650000000000001,2020
0.58,SHORT,8282,2020-09-07 08:00:00,-3.0700000000000007,2020
0.83,LONG,8302,2020-09-08 14:00:00,-2.2400000000000007,2020
0.65,SHORT,8318,2020-09-09 16:00:00,-1.5900000000000007,2020
-0.41,LONG,8330,2020-09-10 14:00:00,-2.000000000000001,2020
0.31,LONG,8402,2020-09-17 16:00:00,-1.6900000000000008,2020
-0.03,SHORT,8426,2020-09-21 12:00:00,-1.7200000000000009,2020
-0.04,SHORT,8467,2020-09-24 11:00:00,-1.760000000000001,2020
-0.11,SHORT,8508,2020-09-29 10:00:00,-1.870000000000001,2020
-0.27,LONG,8534,2020-10-01 08:00:00,-2.140000000000001,2020
0.42,LONG,8546,2020-10-01 20:00:00,-1.720000000000001,2020
-0.3,LONG,8575,2020-10-05 21:00:00,-2.020000000000001,2020
0.46,SHORT,8594,2020-10-07 12:00:00,-1.560000000000001,2020
0.48,LONG,8613,2020-10-08 17:00:00,-1.080000000000001,2020
0.41,LONG,8647,2020-10-13 09:00:00,-0.670000000000001,2020
-0.21,SHORT,8660,2020-10-14 08:00:00,-0.880000000000001,2020
-0.21,SHORT,8664,2020-10-14 12:00:00,-1.090000000000001,2020
-0.21,SHORT,8675,2020-10-15 09:00:00,-1.300000000000001,2020
-0.23,SHORT,8677,2020-10-15 11:00:00,-1.530000000000001,2020
0.38,SHORT,8687,2020-10-15 21:00:00,-1.1500000000000008,2020
-0.16,LONG,8724,2020-10-20 16:00:00,-1.3100000000000007,2020
-0.28,LONG,8730,2020-10-21 08:00:00,-1.5900000000000007,2020
-0.28,LONG,8753,2020-10-22 17:00:00,-1.8700000000000008,2020
0.46,LONG,8773,2020-10-26 09:00:00,-1.4100000000000008,2020
-0.3,SHORT,8800,2020-10-28 08:00:00,-1.7100000000000009,2020
-0.17,SHORT,8821,2020-10-29 15:00:00,-1.8800000000000008,2020
0.45,LONG,8870,2020-11-04 08:00:00,-1.4300000000000008,2020
0.47,SHORT,8875,2020-11-04 13:00:00,-0.9600000000000009,2020
0.49,SHORT,8905,2020-11-06 15:00:00,-0.47000000000000086,2020
0.49,LONG,8914,2020-11-09 10:00:00,0.01999999999999913,2020
-0.36,LONG,8918,2020-11-09 14:00:00,-0.34000000000000086,2020
-0.41,LONG,8920,2020-11-09 16:00:00,-0.7500000000000009,2020
-0.44,LONG,8932,2020-11-10 14:00:00,-1.1900000000000008,2020
0.62,LONG,8952,2020-11-11 20:00:00,-0.5700000000000008,2020
-0.03,SHORT,8961,2020-11-12 15:00:00,-0.6000000000000009,2020
-0.34,SHORT,8973,2020-11-13 13:00:00,-0.9400000000000008,2020
0.49,SHORT,8986,2020-11-16 12:00:00,-0.45000000000000084,2020
0.48,LONG,9002,2020-11-17 14:00:00,0.02999999999999914,2020
